"SrNo","StateID","StationID","VC","date_from","date_to"
"565","12","60","1.732","2021-05-15","2021-06-14"
"566","12","71","2.080","2021-05-15","2021-06-14"
"567","12","79","3.493","2021-05-15","2021-06-14"
"568","12","94","1.947","2021-05-15","2021-06-14"
"569","12","96","2.787","2021-05-15","2021-06-14"
"570","12","112","1.975","2021-05-15","2021-06-14"
"571","12","135","3.369","2021-05-15","2021-06-14"
"572","12","136","3.318","2021-05-15","2021-06-14"
"573","12","161","2.212","2021-05-15","2021-06-14"
"574","12","162","2.097","2021-05-15","2021-06-14"
"575","12","219","2.877","2021-05-15","2021-06-14"
"576","12","279","3.630","2021-05-15","2021-06-14"
"577","12","314","3.621","2021-05-15","2021-06-14"
"578","12","316","1.426","2021-05-15","2021-06-14"
"579","12","317","1.423","2021-05-15","2021-06-14"
"580","12","318","1.405","2021-05-15","2021-06-14"
"581","12","333","1.332","2021-05-15","2021-06-14"
"582","12","343","1.442","2021-05-15","2021-06-14"
"583","12","404","3.295","2021-05-15","2021-06-14"
"584","12","405","3.324","2021-05-15","2021-06-14"
"585","12","406","3.295","2021-05-15","2021-06-14"
"586","12","407","3.105","2021-05-15","2021-06-14"
"587","12","493","2.533","2021-05-15","2021-06-14"
"588","12","495","3.045","2021-05-15","2021-06-14"
"589","12","496","1.794","2021-05-15","2021-06-14"
"590","12","499","3.630","2021-05-15","2021-06-14"
"591","12","14","1.978","2021-04-15","2021-05-14"
"592","12","22","2.244","2021-04-15","2021-05-14"
"593","12","41","0.000","2021-04-15","2021-05-14"
"594","12","60","1.732","2021-04-15","2021-05-14"
"595","12","71","2.110","2021-04-15","2021-05-14"
"596","12","79","3.493","2021-04-15","2021-05-14"
"597","12","94","1.947","2021-04-15","2021-05-14"
"598","12","96","2.787","2021-04-15","2021-05-14"
"599","12","112","1.975","2021-04-15","2021-05-14"
"600","12","135","3.318","2021-04-15","2021-05-14"
"601","12","136","0.000","2021-04-15","2021-05-14"
"602","12","161","2.212","2021-04-15","2021-05-14"
"603","12","162","2.097","2021-04-15","2021-05-14"
"604","12","219","2.877","2021-04-15","2021-05-14"
"605","12","279","0.000","2021-04-15","2021-05-14"
"606","12","314","3.690","2021-04-15","2021-05-14"
"607","12","316","1.426","2021-04-15","2021-05-14"
"608","12","317","1.423","2021-04-15","2021-05-14"
"609","12","318","1.405","2021-04-15","2021-05-14"
"610","12","333","1.332","2021-04-15","2021-05-14"
"611","12","343","1.442","2021-04-15","2021-05-14"
"612","12","404","3.295","2021-04-15","2021-05-14"
"613","12","405","3.324","2021-04-15","2021-05-14"
"614","12","406","3.295","2021-04-15","2021-05-14"
"615","12","407","3.105","2021-04-15","2021-05-14"
"616","12","493","2.533","2021-04-15","2021-05-14"
"617","12","495","3.045","2021-04-15","2021-05-14"
"618","12","496","1.794","2021-04-15","2021-05-14"
"619","12","499","3.630","2021-04-15","2021-05-14"
"620","12","14","1.978","2021-03-15","2021-04-14"
"621","12","22","2.244","2021-03-15","2021-04-14"
"622","12","41","0.000","2021-03-15","2021-04-14"
"623","12","60","1.732","2021-03-15","2021-04-14"
"624","12","71","2.110","2021-03-15","2021-04-14"
"625","12","79","3.493","2021-03-15","2021-04-14"
"626","12","94","1.947","2021-03-15","2021-04-14"
"627","12","96","2.787","2021-03-15","2021-04-14"
"628","12","112","1.975","2021-03-15","2021-04-14"
"629","12","135","3.318","2021-03-15","2021-04-14"
"630","12","136","0.000","2021-03-15","2021-04-14"
"631","12","161","2.212","2021-03-15","2021-04-14"
"632","12","162","2.097","2021-03-15","2021-04-14"
"633","12","219","2.877","2021-03-15","2021-04-14"
"634","12","279","0.000","2021-03-15","2021-04-14"
"635","12","314","3.690","2021-03-15","2021-04-14"
"636","12","316","1.426","2021-03-15","2021-04-14"
"637","12","317","1.423","2021-03-15","2021-04-14"
"638","12","318","1.405","2021-03-15","2021-04-14"
"639","12","333","1.332","2021-03-15","2021-04-14"
"640","12","343","1.442","2021-03-15","2021-04-14"
"641","12","404","3.295","2021-03-15","2021-04-14"
"642","12","405","3.324","2021-03-15","2021-04-14"
"643","12","406","3.295","2021-03-15","2021-04-14"
"644","12","407","3.105","2021-03-15","2021-04-14"
"645","12","493","2.533","2021-03-15","2021-04-14"
"646","12","495","3.045","2021-03-15","2021-04-14"
"647","12","496","1.794","2021-03-15","2021-04-14"
"648","12","499","3.630","2021-03-15","2021-04-14"
"649","13","14","2.140","2021-06-14",NULL
"650","13","15","13.200","2021-06-14",NULL
"651","13","16","8.670","2021-06-14",NULL
"652","13","21","0.000","2021-06-14",NULL
"653","13","22","2.260","2021-06-14",NULL
"654","13","23","13.150","2021-06-14",NULL
"655","13","24","8.720","2021-06-14",NULL
"656","13","39","1.300","2021-06-14",NULL
"657","13","45","0.820","2021-06-14",NULL
"658","13","57","0.000","2021-06-14",NULL
"659","13","61","1.180","2021-06-14",NULL
"660","13","62","1.040","2021-06-14",NULL
"661","13","63","0.000","2021-06-14",NULL
"662","13","71","2.100","2021-06-14",NULL
"663","13","72","12.890","2021-06-14",NULL
"664","13","73","8.450","2021-06-14",NULL
"665","13","75","3.170","2021-06-14",NULL
"666","13","80","0.780","2021-06-14",NULL
"667","13","85","1.260","2021-06-14",NULL
"668","13","158","0.000","2021-06-14",NULL
"669","13","162","2.290","2021-06-14",NULL
"670","13","170","2.540","2021-06-14",NULL
"671","13","174","0.000","2021-06-14",NULL
"672","13","208","0.000","2021-06-14",NULL
"673","13","235","3.110","2021-06-14",NULL
"674","13","240","1.180","2021-06-14",NULL
"675","13","286","0.790","2021-06-14",NULL
"676","13","300","2.190","2021-06-14",NULL
"677","13","305","4.020","2021-06-14",NULL
"678","13","316","1.370","2021-06-14",NULL
"679","13","317","1.370","2021-06-14",NULL
"680","13","318","1.350","2021-06-14",NULL
"681","13","328","0.640","2021-06-14",NULL
"682","13","336","0.000","2021-06-14",NULL
"683","13","343","1.460","2021-06-14",NULL
"684","13","344","0.000","2021-06-14",NULL
"685","13","372","1.700","2021-06-14",NULL
"686","13","374","2.760","2021-06-14",NULL
"687","13","379","0.000","2021-06-14",NULL
"688","13","404","3.350","2021-06-14",NULL
"689","13","405","3.380","2021-06-14",NULL
"690","13","406","3.350","2021-06-14",NULL
"691","13","407","3.150","2021-06-14",NULL
"692","13","410","0.000","2021-06-14",NULL
"693","13","412","0.000","2021-06-14",NULL
"694","13","413","0.850","2021-06-14",NULL
"695","13","414","0.000","2021-06-14",NULL
"696","13","416","0.000","2021-06-14",NULL
"697","13","435","0.000","2021-06-14",NULL
"698","13","444","0.000","2021-06-14",NULL
"699","13","498","0.000","2021-06-14",NULL
"700","13","540","0.000","2021-06-14",NULL
"701","13","541","0.000","2021-06-14",NULL
"702","13","542","0.000","2021-06-14",NULL
"703","13","543","0.000","2021-06-14",NULL
"704","13","546","0.000","2021-06-14",NULL
"705","13","547","0.000","2021-06-14",NULL
"706","13","550","0.000","2021-06-14",NULL
"707","13","14","2.140","2021-05-01","2021-06-13"
"708","13","15","13.200","2021-05-01","2021-06-13"
"709","13","16","8.670","2021-05-01","2021-06-13"
"710","13","21","0.000","2021-05-01","2021-06-13"
"711","13","22","2.260","2021-05-01","2021-06-13"
"712","13","23","13.150","2021-05-01","2021-06-13"
"713","13","24","8.720","2021-05-01","2021-06-13"
"714","13","39","1.300","2021-05-01","2021-06-13"
"715","13","45","0.820","2021-05-01","2021-06-13"
"716","13","57","0.000","2021-05-01","2021-06-13"
"717","13","61","1.180","2021-05-01","2021-06-13"
"718","13","62","1.040","2021-05-01","2021-06-13"
"719","13","63","0.000","2021-05-01","2021-06-13"
"720","13","71","2.100","2021-05-01","2021-06-13"
"721","13","72","12.890","2021-05-01","2021-06-13"
"722","13","73","8.450","2021-05-01","2021-06-13"
"723","13","75","3.170","2021-05-01","2021-06-13"
"724","13","80","0.780","2021-05-01","2021-06-13"
"725","13","85","1.260","2021-05-01","2021-06-13"
"726","13","158","0.000","2021-05-01","2021-06-13"
"727","13","162","2.290","2021-05-01","2021-06-13"
"728","13","170","2.540","2021-05-01","2021-06-13"
"729","13","174","0.000","2021-05-01","2021-06-13"
"730","13","208","0.000","2021-05-01","2021-06-13"
"731","13","235","3.110","2021-05-01","2021-06-13"
"732","13","240","1.180","2021-05-01","2021-06-13"
"733","13","286","0.790","2021-05-01","2021-06-13"
"734","13","300","2.190","2021-05-01","2021-06-13"
"735","13","305","4.020","2021-05-01","2021-06-13"
"736","13","316","1.370","2021-05-01","2021-06-13"
"737","13","317","1.370","2021-05-01","2021-06-13"
"738","13","318","1.350","2021-05-01","2021-06-13"
"739","13","328","0.640","2021-05-01","2021-06-13"
"740","13","336","0.000","2021-05-01","2021-06-13"
"741","13","343","1.460","2021-05-01","2021-06-13"
"742","13","344","0.000","2021-05-01","2021-06-13"
"743","13","372","1.700","2021-05-01","2021-06-13"
"744","13","374","2.760","2021-05-01","2021-06-13"
"745","13","379","0.000","2021-05-01","2021-06-13"
"746","13","404","3.350","2021-05-01","2021-06-13"
"747","13","405","3.380","2021-05-01","2021-06-13"
"748","13","406","3.350","2021-05-01","2021-06-13"
"749","13","407","3.150","2021-05-01","2021-06-13"
"750","13","410","0.000","2021-05-01","2021-06-13"
"751","13","412","0.000","2021-05-01","2021-06-13"
"752","13","413","0.850","2021-05-01","2021-06-13"
"753","13","414","0.000","2021-05-01","2021-06-13"
"754","13","416","0.000","2021-05-01","2021-06-13"
"755","13","435","0.000","2021-05-01","2021-06-13"
"756","13","444","0.000","2021-05-01","2021-06-13"
"757","13","498","0.000","2021-05-01","2021-06-13"
"758","13","540","0.000","2021-05-01","2021-06-13"
"759","13","541","0.000","2021-05-01","2021-06-13"
"760","13","542","0.000","2021-05-01","2021-06-13"
"761","13","543","0.000","2021-05-01","2021-06-13"
"762","13","546","0.000","2021-05-01","2021-06-13"
"763","13","547","0.000","2021-05-01","2021-06-13"
"764","13","550","0.000","2021-05-01","2021-06-13"
"765","16","168","2.627","2021-06-01",NULL
"766","16","191","3.043","2021-06-01",NULL
"767","16","241","2.428","2021-06-01",NULL
"768","16","242","2.640","2021-06-01",NULL
"769","16","243","2.640","2021-06-01",NULL
"770","16","244","2.537","2021-06-01",NULL
"771","16","245","2.199","2021-06-01",NULL
"772","16","250","3.104","2021-06-01",NULL
"773","16","323","2.576","2021-06-01",NULL
"774","16","324","2.542","2021-06-01",NULL
"775","16","340","2.826","2021-06-01",NULL
"776","16","370","1.800","2021-06-01",NULL
"777","16","409","2.707","2021-06-01",NULL
"778","16","418","3.013","2021-06-01",NULL
"779","16","437","2.725","2021-06-01",NULL
"780","16","506","2.680","2021-06-01",NULL
"781","16","507","2.730","2021-06-01",NULL
"782","16","508","2.630","2021-06-01",NULL
"783","16","509","2.779","2021-06-01",NULL
"784","16","510","2.728","2021-06-01",NULL
"785","16","511","2.728","2021-06-01",NULL
"786","16","168","2.542","2021-05-01","2021-05-31"
"787","16","191","3.602","2021-05-01","2021-05-31"
"788","16","241","2.423","2021-05-01","2021-05-31"
"789","16","242","2.643","2021-05-01","2021-05-31"
"790","16","243","2.643","2021-05-01","2021-05-31"
"791","16","244","2.562","2021-05-01","2021-05-31"
"792","16","245","2.210","2021-05-01","2021-05-31"
"793","16","250","3.014","2021-05-01","2021-05-31"
"794","16","323","2.474","2021-05-01","2021-05-31"
"795","16","324","2.426","2021-05-01","2021-05-31"
"796","16","340","2.941","2021-05-01","2021-05-31"
"797","16","370","1.914","2021-05-01","2021-05-31"
"798","16","409","3.153","2021-05-01","2021-05-31"
"799","16","418","3.063","2021-05-01","2021-05-31"
"800","16","437","2.740","2021-05-01","2021-05-31"
"801","16","506","2.950","2021-05-01","2021-05-31"
"802","16","507","2.800","2021-05-01","2021-05-31"
"803","16","508","2.750","2021-05-01","2021-05-31"
"804","16","509","2.732","2021-05-01","2021-05-31"
"805","16","510","2.900","2021-05-01","2021-05-31"
"806","16","511","2.900","2021-05-01","2021-05-31"
"807","16","168","2.458","2021-04-01","2021-04-30"
"808","16","191","3.318","2021-04-01","2021-04-30"
"809","16","241","2.421","2021-04-01","2021-04-30"
"810","16","242","2.644","2021-04-01","2021-04-30"
"811","16","243","2.644","2021-04-01","2021-04-30"
"812","16","244","2.545","2021-04-01","2021-04-30"
"813","16","245","2.255","2021-04-01","2021-04-30"
"814","16","250","2.983","2021-04-01","2021-04-30"
"815","16","323","2.455","2021-04-01","2021-04-30"
"816","16","324","2.406","2021-04-01","2021-04-30"
"817","16","340","2.857","2021-04-01","2021-04-30"
"818","16","370","1.908","2021-04-01","2021-04-30"
"819","16","409","3.151","2021-04-01","2021-04-30"
"820","16","418","3.063","2021-04-01","2021-04-30"
"821","16","437","2.758","2021-04-01","2021-04-30"
"822","16","506","2.950","2021-04-01","2021-04-30"
"823","16","507","2.800","2021-04-01","2021-04-30"
"824","16","508","2.810","2021-04-01","2021-04-30"
"825","16","509","2.785","2021-04-01","2021-04-30"
"826","16","510","2.950","2021-04-01","2021-04-30"
"827","16","511","3.584","2021-04-01","2021-04-30"
"828","16","168","2.542","2021-03-01","2021-03-31"
"829","16","191","3.598","2021-03-01","2021-03-31"
"830","16","241","2.547","2021-03-01","2021-03-31"
"831","16","242","2.766","2021-03-01","2021-03-31"
"832","16","243","2.766","2021-03-01","2021-03-31"
"833","16","244","2.593","2021-03-01","2021-03-31"
"834","16","245","2.362","2021-03-01","2021-03-31"
"835","16","250","2.857","2021-03-01","2021-03-31"
"836","16","323","2.603","2021-03-01","2021-03-31"
"837","16","324","2.565","2021-03-01","2021-03-31"
"838","16","340","3.139","2021-03-01","2021-03-31"
"839","16","370","2.036","2021-03-01","2021-03-31"
"840","16","409","3.633","2021-03-01","2021-03-31"
"841","16","418","3.603","2021-03-01","2021-03-31"
"842","16","437","3.480","2021-03-01","2021-03-31"
"843","16","506","4.359","2021-03-01","2021-03-31"
"844","16","507","4.008","2021-03-01","2021-03-31"
"845","16","508","3.738","2021-03-01","2021-03-31"
"846","16","509","2.706","2021-03-01","2021-03-31"
"847","16","510","3.962","2021-03-01","2021-03-31"
"848","16","511","3.871","2021-03-01","2021-03-31"
"849","16","168","2.524","2021-02-01","2021-02-28"
"850","16","191","2.997","2021-02-01","2021-02-28"
"851","16","241","2.543","2021-02-01","2021-02-28"
"852","16","242","2.784","2021-02-01","2021-02-28"
"853","16","243","2.784","2021-02-01","2021-02-28"
"854","16","244","2.661","2021-02-01","2021-02-28"
"855","16","245","2.332","2021-02-01","2021-02-28"
"856","16","250","2.937","2021-02-01","2021-02-28"
"857","16","323","2.390","2021-02-01","2021-02-28"
"858","16","324","2.358","2021-02-01","2021-02-28"
"859","16","340","2.673","2021-02-01","2021-02-28"
"860","16","370","1.817","2021-02-01","2021-02-28"
"861","16","409","3.083","2021-02-01","2021-02-28"
"862","16","418","2.993","2021-02-01","2021-02-28"
"863","16","437","2.849","2021-02-01","2021-02-28"
"864","16","506","2.950","2021-02-01","2021-02-28"
"865","16","507","2.851","2021-02-01","2021-02-28"
"866","16","508","2.850","2021-02-01","2021-02-28"
"867","16","509","2.755","2021-02-01","2021-02-28"
"868","16","510","2.950","2021-02-01","2021-02-28"
"869","16","511","3.584","2021-02-01","2021-02-28"
"870","16","168","2.616","2021-01-01","2021-01-31"
"871","16","191","3.699","2021-01-01","2021-01-31"
"872","16","241","2.545","2021-01-01","2021-01-31"
"873","16","242","2.771","2021-01-01","2021-01-31"
"874","16","243","2.771","2021-01-01","2021-01-31"
"875","16","244","2.597","2021-01-01","2021-01-31"
"876","16","250","2.910","2021-01-01","2021-01-31"
"877","16","323","2.627","2021-01-01","2021-01-31"
"878","16","324","2.593","2021-01-01","2021-01-31"
"879","16","340","3.479","2021-01-01","2021-01-31"
"880","16","370","1.948","2021-01-01","2021-01-31"
"881","16","409","3.630","2021-01-01","2021-01-31"
"882","16","418","4.029","2021-01-01","2021-01-31"
"883","16","437","3.955","2021-01-01","2021-01-31"
"884","16","507","3.706","2021-01-01","2021-01-31"
"885","16","508","3.519","2021-01-01","2021-01-31"
"886","16","509","2.938","2021-01-01","2021-01-31"
"887","16","510","3.706","2021-01-01","2021-01-31"
"888","16","511","3.605","2021-01-01","2021-01-31"
"889","16","168","2.472","2020-12-01","2020-12-31"
"890","16","191","2.763","2020-12-01","2020-12-31"
"891","16","241","2.540","2020-12-01","2020-12-31"
"892","16","242","2.774","2020-12-01","2020-12-31"
"893","16","243","2.774","2020-12-01","2020-12-31"
"894","16","244","2.657","2020-12-01","2020-12-31"
"895","16","245","2.326","2020-12-01","2020-12-31"
"896","16","250","2.970","2020-12-01","2020-12-31"
"897","16","323","2.477","2020-12-01","2020-12-31"
"898","16","324","2.436","2020-12-01","2020-12-31"
"899","16","340","2.770","2020-12-01","2020-12-31"
"900","16","370","2.055","2020-12-01","2020-12-31"
"901","16","409","2.756","2020-12-01","2020-12-31"
"902","16","418","2.909","2020-12-01","2020-12-31"
"903","16","437","2.763","2020-12-01","2020-12-31"
"904","16","506","2.802","2020-12-01","2020-12-31"
"905","16","507","2.800","2020-12-01","2020-12-31"
"906","16","508","2.801","2020-12-01","2020-12-31"
"907","16","509","2.772","2020-12-01","2020-12-31"
"908","16","510","2.830","2020-12-01","2020-12-31"
"909","16","511","3.584","2020-12-01","2020-12-31"
"910","17","54","6.560","2021-06-01",NULL
"911","17","186","5.790","2021-06-01",NULL
"912","17","191","3.040","2021-06-01",NULL
"913","17","241","2.410","2021-06-01",NULL
"914","17","242","2.640","2021-06-01",NULL
"915","17","243","2.640","2021-06-01",NULL
"916","17","244","2.540","2021-06-01",NULL
"917","17","245","2.190","2021-06-01",NULL
"918","17","250","3.100","2021-06-01",NULL
"919","17","260","3.100","2021-06-01",NULL
"920","17","311","7.427","2021-06-01",NULL
"921","17","323","2.580","2021-06-01",NULL
"922","17","324","2.540","2021-06-01",NULL
"923","17","340","2.830","2021-06-01",NULL
"924","17","370","1.800","2021-06-01",NULL
"925","17","418","3.010","2021-06-01",NULL
"926","17","54","6.560","2021-05-01","2021-05-31"
"927","17","186","5.790","2021-05-01","2021-05-31"
"928","17","191","3.600","2021-05-01","2021-05-31"
"929","17","241","2.430","2021-05-01","2021-05-31"
"930","17","242","2.640","2021-05-01","2021-05-31"
"931","17","243","2.640","2021-05-01","2021-05-31"
"932","17","244","2.540","2021-05-01","2021-05-31"
"933","17","245","2.430","2021-05-01","2021-05-31"
"934","17","250","3.010","2021-05-01","2021-05-31"
"935","17","311","7.427","2021-05-01","2021-05-31"
"936","17","323","2.470","2021-05-01","2021-05-31"
"937","17","324","2.430","2021-05-01","2021-05-31"
"938","17","340","2.940","2021-05-01","2021-05-31"
"939","17","370","2.910","2021-05-01","2021-05-31"
"940","17","418","3.290","2021-05-01","2021-05-31"
"941","17","54","6.560","2021-04-01","2021-04-30"
"942","17","186","5.790","2021-04-01","2021-04-30"
"943","17","191","3.190","2021-04-01","2021-04-30"
"944","17","241","2.420","2021-04-01","2021-04-30"
"945","17","242","2.640","2021-04-01","2021-04-30"
"946","17","243","2.640","2021-04-01","2021-04-30"
"947","17","244","2.550","2021-04-01","2021-04-30"
"948","17","245","2.260","2021-04-01","2021-04-30"
"949","17","250","2.930","2021-04-01","2021-04-30"
"950","17","311","7.427","2021-04-01","2021-04-30"
"951","17","323","2.380","2021-04-01","2021-04-30"
"952","17","324","2.350","2021-04-01","2021-04-30"
"953","17","340","2.660","2021-04-01","2021-04-30"
"954","17","370","2.030","2021-04-01","2021-04-30"
"955","17","418","2.830","2021-04-01","2021-04-30"
"956","17","54","6.560","2021-03-01","2021-03-31"
"957","17","186","5.790","2021-03-01","2021-03-31"
"958","17","191","3.190","2021-03-01","2021-03-31"
"959","17","201","2.470","2021-03-01","2021-03-31"
"960","17","211","2.430","2021-03-01","2021-03-31"
"961","17","218","3.010","2021-03-01","2021-03-31"
"962","17","241","2.420","2021-03-01","2021-03-31"
"963","17","242","2.640","2021-03-01","2021-03-31"
"964","17","243","2.640","2021-03-01","2021-03-31"
"965","17","244","2.550","2021-03-01","2021-03-31"
"966","17","245","2.260","2021-03-01","2021-03-31"
"967","17","250","2.930","2021-03-01","2021-03-31"
"968","17","311","7.427","2021-03-01","2021-03-31"
"969","17","323","2.380","2021-03-01","2021-03-31"
"970","17","324","2.350","2021-03-01","2021-03-31"
"971","17","340","2.660","2021-03-01","2021-03-31"
"972","17","370","2.030","2021-03-01","2021-03-31"
"973","17","418","2.830","2021-03-01","2021-03-31"
"974","17","54","6.560","2021-02-01","2021-02-28"
"975","17","186","5.790","2021-02-01","2021-02-28"
"976","17","191","2.997","2021-02-01","2021-02-28"
"977","17","241","2.540","2021-02-01","2021-02-28"
"978","17","242","2.770","2021-02-01","2021-02-28"
"979","17","243","2.770","2021-02-01","2021-02-28"
"980","17","244","2.660","2021-02-01","2021-02-28"
"981","17","245","2.330","2021-02-01","2021-02-28"
"982","17","250","2.940","2021-02-01","2021-02-28"
"983","17","311","7.427","2021-02-01","2021-02-28"
"984","17","323","2.390","2021-02-01","2021-02-28"
"985","17","324","2.360","2021-02-01","2021-02-28"
"986","17","340","2.670","2021-02-01","2021-02-28"
"987","17","370","1.820","2021-02-01","2021-02-28"
"988","17","418","2.990","2021-02-01","2021-02-28"
"989","17","54","6.560","2021-01-01","2021-01-31"
"990","17","186","5.790","2021-01-01","2021-01-31"
"991","17","191","2.756","2021-01-01","2021-01-31"
"992","17","241","2.490","2021-01-01","2021-01-31"
"993","17","242","2.770","2021-01-01","2021-01-31"
"994","17","243","2.770","2021-01-01","2021-01-31"
"995","17","244","2.650","2021-01-01","2021-01-31"
"996","17","245","2.330","2021-01-01","2021-01-31"
"997","17","250","3.000","2021-01-01","2021-01-31"
"998","17","311","7.427","2021-01-01","2021-01-31"
"999","17","323","2.408","2021-01-01","2021-01-31"
"1000","17","324","2.369","2021-01-01","2021-01-31"
"1001","17","340","2.692","2021-01-01","2021-01-31"
"1002","17","370","1.877","2021-01-01","2021-01-31"
"1003","17","418","2.789","2021-01-01","2021-01-31"
"1004","17","54","6.560","2020-12-01","2020-12-31"
"1005","17","186","5.790","2020-12-01","2020-12-31"
"1006","17","191","2.763","2020-12-01","2020-12-31"
"1007","17","241","2.490","2020-12-01","2020-12-31"
"1008","17","242","2.770","2020-12-01","2020-12-31"
"1009","17","243","2.770","2020-12-01","2020-12-31"
"1010","17","244","2.650","2020-12-01","2020-12-31"
"1011","17","245","2.330","2020-12-01","2020-12-31"
"1012","17","250","3.000","2020-12-01","2020-12-31"
"1013","17","311","6.693","2020-12-01","2020-12-31"
"1014","17","323","2.477","2020-12-01","2020-12-31"
"1015","17","324","2.436","2020-12-01","2020-12-31"
"1016","17","340","2.770","2020-12-01","2020-12-31"
"1017","17","370","2.055","2020-12-01","2020-12-31"
"1018","17","418","2.909","2020-12-01","2020-12-31"
"1019","18","8","1.703","2021-05-01",NULL
"1020","18","13","0.000","2021-05-01",NULL
"1021","18","14","1.978","2021-05-01",NULL
"1022","18","15","13.199","2021-05-01",NULL
"1023","18","16","6.454","2021-05-01",NULL
"1024","18","21","3.482","2021-05-01",NULL
"1025","18","22","2.244","2021-05-01",NULL
"1026","18","23","13.153","2021-05-01",NULL
"1027","18","24","7.862","2021-05-01",NULL
"1028","18","57","0.000","2021-05-01",NULL
"1029","18","61","0.000","2021-05-01",NULL
"1030","18","62","1.035","2021-05-01",NULL
"1031","18","63","2.027","2021-05-01",NULL
"1032","18","69","2.711","2021-05-01",NULL
"1033","18","70","6.078","2021-05-01",NULL
"1034","18","71","2.110","2021-05-01",NULL
"1035","18","72","12.895","2021-05-01",NULL
"1036","18","73","6.608","2021-05-01",NULL
"1037","18","75","3.138","2021-05-01",NULL
"1038","18","85","1.128","2021-05-01",NULL
"1039","18","90","2.771","2021-05-01",NULL
"1040","18","91","2.838","2021-05-01",NULL
"1041","18","98","3.086","2021-05-01",NULL
"1042","18","99","1.569","2021-05-01",NULL
"1043","18","100","2.540","2021-05-01",NULL
"1044","18","101","1.659","2021-05-01",NULL
"1045","18","102","6.640","2021-05-01",NULL
"1046","18","128","2.346","2021-05-01",NULL
"1047","18","134","2.555","2021-05-01",NULL
"1048","18","135","3.379","2021-05-01",NULL
"1049","18","139","3.301","2021-05-01",NULL
"1050","18","141","0.692","2021-05-01",NULL
"1051","18","148","0.000","2021-05-01",NULL
"1052","18","150","1.659","2021-05-01",NULL
"1053","18","151","2.593","2021-05-01",NULL
"1054","18","152","1.657","2021-05-01",NULL
"1055","18","153","5.470","2021-05-01",NULL
"1056","18","154","16.687","2021-05-01",NULL
"1057","18","159","2.892","2021-05-01",NULL
"1058","18","162","2.098","2021-05-01",NULL
"1059","18","163","2.053","2021-05-01",NULL
"1060","18","170","2.536","2021-05-01",NULL
"1061","18","180","2.393","2021-05-01",NULL
"1062","18","189","1.389","2021-05-01",NULL
"1063","18","190","1.363","2021-05-01",NULL
"1064","18","196","1.834","2021-05-01",NULL
"1065","18","198","2.144","2021-05-01",NULL
"1066","18","213","2.647","2021-05-01",NULL
"1067","18","216","2.515","2021-05-01",NULL
"1068","18","223","2.772","2021-05-01",NULL
"1069","18","224","3.023","2021-05-01",NULL
"1070","18","227","0.000","2021-05-01",NULL
"1071","18","235","0.000","2021-05-01",NULL
"1072","18","240","1.177","2021-05-01",NULL
"1073","18","255","2.346","2021-05-01",NULL
"1074","18","266","0.000","2021-05-01",NULL
"1075","18","272","0.000","2021-05-01",NULL
"1076","18","275","0.000","2021-05-01",NULL
"1077","18","281","1.590","2021-05-01",NULL
"1078","18","285","0.467","2021-05-01",NULL
"1079","18","300","2.197","2021-05-01",NULL
"1080","18","305","0.000","2021-05-01",NULL
"1081","18","315","0.000","2021-05-01",NULL
"1082","18","316","1.432","2021-05-01",NULL
"1083","18","317","1.438","2021-05-01",NULL
"1084","18","318","1.411","2021-05-01",NULL
"1085","18","331","2.107","2021-05-01",NULL
"1086","18","333","1.509","2021-05-01",NULL
"1087","18","334","2.696","2021-05-01",NULL
"1088","18","336","2.736","2021-05-01",NULL
"1089","18","341","2.736","2021-05-01",NULL
"1090","18","343","1.450","2021-05-01",NULL
"1091","18","344","0.000","2021-05-01",NULL
"1092","18","345","1.432","2021-05-01",NULL
"1093","18","346","1.489","2021-05-01",NULL
"1094","18","350","3.607","2021-05-01",NULL
"1095","18","352","0.000","2021-05-01",NULL
"1096","18","361","0.849","2021-05-01",NULL
"1097","18","374","2.615","2021-05-01",NULL
"1098","18","376","0.000","2021-05-01",NULL
"1099","18","379","2.120","2021-05-01",NULL
"1100","18","384","5.305","2021-05-01",NULL
"1101","18","404","3.292","2021-05-01",NULL
"1102","18","405","3.321","2021-05-01",NULL
"1103","18","406","3.292","2021-05-01",NULL
"1104","18","407","3.102","2021-05-01",NULL
"1105","18","413","0.000","2021-05-01",NULL
"1106","18","414","2.195","2021-05-01",NULL
"1107","18","426","1.744","2021-05-01",NULL
"1108","18","427","1.687","2021-05-01",NULL
"1109","18","428","1.673","2021-05-01",NULL
"1110","18","429","1.654","2021-05-01",NULL
"1111","18","430","1.702","2021-05-01",NULL
"1112","18","436","0.000","2021-05-01",NULL
"1113","18","463","4.380","2021-05-01",NULL
"1114","18","464","1.711","2021-05-01",NULL
"1115","18","465","3.811","2021-05-01",NULL
"1116","18","466","3.849","2021-05-01",NULL
"1117","18","467","2.754","2021-05-01",NULL
"1118","18","468","2.842","2021-05-01",NULL
"1119","18","469","1.973","2021-05-01",NULL
"1120","18","470","2.620","2021-05-01",NULL
"1121","18","471","2.629","2021-05-01",NULL
"1122","18","472","4.380","2021-05-01",NULL
"1123","18","473","2.003","2021-05-01",NULL
"1124","18","474","2.387","2021-05-01",NULL
"1125","18","475","2.736","2021-05-01",NULL
"1126","18","476","2.646","2021-05-01",NULL
"1127","18","477","3.369","2021-05-01",NULL
"1128","18","478","2.696","2021-05-01",NULL
